Prop_Addr,LandSlope,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageQual,PavedDrive,Fence,GrLivArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X2ndFlrSF,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MoSold,MSSubClass_30,MSSubClass_120,MSSubClass_160,MSSubClass_190,MSZoning_FV,LandContour_Bnk,LandContour_HLS,LotConfig_CulDSac,LotConfig_FR2,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Gilbert,Neighborhood_Mitchel,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_StoneBr,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition2_PosN,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,RoofStyle_Hip,Exterior1st_BrkFace,Exterior1st_HdBoard,Exterior1st_Wd.Sdng,Exterior2nd_HdBoard,Exterior2nd_Plywood,MasVnrType_BrkFace,Foundation_PConc,CentralAir_N,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Partial,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation,nb_income
924 6TH ST,3,5,7,2,3,3,1,3,1,0,0,2,1,3,8,0,3,3,3,825,49,8235,0,180,645,0,825,0,720,140,50,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,13,5,6
914 6TH ST,3,5,6,2,3,3,1,3,0,0,1,2,1,3,8,0,3,3,0,1382,0,12358,0,360,0,360,720,0,660,237,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,57,5,6
519 NORTHWESTERN AVE 521,3,7,4,1,3,3,1,3,0,0,1,4,2,3,8,4,3,1,3,1889,60,10120,0,0,0,925,925,925,308,0,0,264,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5,97,57,5,6
505 NORTHWESTERN AVE,2,6,7,2,3,3,1,5,0,0,0,3,1,4,8,0,3,3,0,1427,0,5775,0,0,0,483,483,686,379,0,24,112,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,94,7,5,6
722 6TH ST 724,3,5,9,2,4,3,1,4,0,0,0,4,2,4,8,1,3,1,3,1812,76,7630,0,0,0,360,360,780,672,344,0,40,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,110,14,5,6
731 5TH ST,3,7,5,2,3,2,1,3,0,0,1,6,1,3,8,0,0,1,0,1864,41,5852,188,169,0,851,1020,886,0,0,188,102,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,107,9,5,6
510 NORTHWESTERN AVE,3,5,7,2,3,3,1,5,0,0,0,3,1,3,8,3,0,1,0,840,55,4388,0,116,0,556,672,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,77,57,5,6
1017 N 2ND ST,3,3,3,1,3,2,1,5,0,0,0,3,2,3,8,0,0,1,0,1344,60,10320,0,0,0,536,536,536,0,42,0,204,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,93,58,3,6
1027 N 2ND ST,3,6,6,2,3,3,1,3,0,0,0,3,1,3,8,0,2,3,0,1666,60,5160,0,0,0,1204,1204,462,384,0,0,148,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,82,59,3,6
1018 N 2ND ST,3,6,7,2,3,3,1,5,0,0,0,3,1,3,8,0,3,3,3,1469,60,10320,0,0,0,756,756,713,216,57,0,239,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,102,13,3,6
1003 LINCOLN WAY,3,4,1,1,3,2,1,2,0,0,0,3,1,3,1,0,3,1,0,1484,60,10320,0,0,0,771,771,504,264,14,211,0,0,84,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,97,57,3,6
1021 LINCOLN WAY,3,6,7,2,3,3,1,5,1,0,1,3,1,3,8,0,3,3,0,1403,60,10320,0,276,262,160,698,649,308,0,0,288,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94,44,3,6
2912 ONTARIO ST,3,5,5,2,3,3,1,3,1,0,0,3,1,3,8,3,3,3,2,1422,82,12375,41,329,0,477,806,341,288,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5,2,55,55,5,5
2908 ONTARIO ST,3,5,5,2,3,3,1,5,0,0,0,3,1,3,8,3,3,3,0,1211,55,8250,0,250,492,210,952,0,322,0,63,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,2,40,40,5,5
2800 ONTARIO ST,3,6,5,2,3,3,1,3,0,0,0,4,2,3,8,0,3,3,0,1921,120,11136,0,0,0,1921,1921,0,576,0,180,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,42,42,5,5
1215 HYLAND AVE,3,7,8,2,3,3,1,3,1,0,1,3,1,3,8,4,3,3,0,2267,107,12888,0,288,0,717,1005,1005,498,521,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,70,27,5,5
2833 ROSS RD,3,7,7,2,3,3,2,5,0,0,0,4,1,3,8,3,3,3,0,2403,0,24090,0,0,0,1032,1032,1196,349,56,0,318,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,60,8,6
2913 ROSS RD,3,5,5,2,3,3,1,3,0,0,0,4,1,3,8,4,3,3,0,1271,115,21286,0,0,0,720,720,551,312,0,0,108,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,60,58,5,5
2925 ROSS RD,3,5,5,2,0,0,0,3,0,0,0,3,1,3,7,4,3,3,0,1640,100,21370,0,0,0,0,0,0,394,0,0,225,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,56,56,5,5
1112 IOWA AVE,3,4,9,2,2,3,1,5,0,1,0,2,1,2,8,0,3,3,0,704,50,4280,0,0,0,560,560,0,220,0,0,24,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,63,8,5,5
2824 ROSS RD,3,5,6,2,3,3,1,3,0,0,0,3,1,5,4,4,0,3,3,3086,138,18030,0,152,469,977,1598,971,0,122,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,13,8,6
1115 HYLAND AVE,3,5,5,2,4,3,1,4,0,0,0,3,1,3,8,4,3,3,0,1675,100,15263,90,766,0,656,1422,0,365,0,132,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,51,51,8,6
3021 OAKLAND ST,3,5,3,2,4,2,1,4,0,0,1,3,1,1,5,0,2,1,0,1224,72,10632,0,0,0,689,689,499,180,0,0,248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,93,60,8,6
3012 OAKLAND ST 3014,3,5,5,2,4,4,3,3,3,0,0,3,1,3,8,0,0,3,0,1200,60,10800,0,1200,0,0,1200,0,0,120,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,22,21,6,7
2912 OAKLAND ST,3,5,5,2,4,4,3,3,2,0,0,2,2,3,8,0,3,1,0,1152,0,10547,0,1152,0,0,1152,0,252,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,31,31,6,7
520 FOREST GLEN,1,1,1,1,2,1,3,4,1,0,1,1,1,2,4,0,0,3,0,904,0,10020,0,350,0,333,683,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,87,59,6,7
540 FOREST GLEN,3,5,7,2,0,0,0,3,0,0,0,2,1,3,8,3,3,3,0,1032,55,8250,0,0,0,0,0,0,260,0,0,121,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,71,56,6,7
2822 OAKLAND ST 2824,3,5,6,2,3,3,1,3,1,0,0,2,1,3,8,0,3,3,3,1282,59,4484,0,485,0,187,672,504,240,0,88,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,2,65,28,7,3
2818 OAKLAND ST,3,5,3,2,3,3,1,4,0,0,0,2,1,3,8,0,3,2,0,879,50,5220,0,0,0,830,830,0,180,0,108,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,70,56,7,3
2808 OAKLAND ST,3,7,5,2,4,4,2,5,1,0,0,2,1,3,8,0,3,3,0,1073,50,5500,0,510,373,190,1073,0,246,0,120,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,2,7,3
250 CAMPUS AVE 248,3,5,4,1,3,3,1,3,1,0,0,3,1,3,8,0,0,1,0,1392,60,9900,0,1026,0,186,1212,180,0,0,0,168,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,95,60,7,3
3002 WOODLAND ST,2,6,5,2,2,3,1,5,0,0,0,3,1,3,8,0,3,3,3,919,65,6001,0,368,0,232,600,319,231,0,0,45,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,2,70,60,7,3
2919 LINCOLN WAY,3,6,6,2,3,3,1,3,1,0,0,3,1,3,8,0,3,3,0,1369,54,6629,0,551,0,121,672,672,300,147,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,84,59,6,7
122 HOWARD AVE,3,5,3,2,3,3,1,3,1,0,0,4,1,3,8,0,1,1,0,1112,60,9780,0,0,0,585,585,425,226,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,75,59,6,7
2825 LINCOLN WAY,3,5,7,2,3,3,2,4,1,0,0,2,2,3,8,4,3,2,0,1680,60,6048,0,736,0,120,856,744,450,56,144,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,100,60,7,3
1225 ARIZONA AVE,3,4,5,2,3,3,1,4,0,0,1,3,1,3,8,1,3,3,0,1382,75,11235,51,547,0,504,1051,0,459,0,82,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,2,43,27,5,5
1207 ARIZONA AVE,3,5,5,2,4,3,4,3,1,0,0,3,1,3,8,0,3,3,3,999,75,11235,0,925,0,0,925,0,308,40,176,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,44,44,5,5
1127 ARIZONA AVE,3,5,5,2,4,3,4,4,1,0,0,2,1,3,6,3,3,3,0,1452,75,11235,30,785,0,635,1420,0,572,92,0,88,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,2,43,27,5,5
4018 ONTARIO ST,3,4,3,2,3,3,1,3,1,0,0,3,1,3,8,0,3,1,3,1005,62,14299,0,513,144,348,1005,0,440,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,43,43,5,5
4004 ONTARIO ST,3,5,8,2,3,3,1,4,0,0,0,2,1,3,8,0,0,1,0,1020,54,6342,0,0,0,780,780,240,0,0,0,176,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,2,135,14,5,5
3812 ONTARIO ST,3,4,5,2,3,3,2,4,1,0,0,3,1,3,8,0,3,3,0,1029,61,7943,192,903,0,126,1029,0,261,64,0,39,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,46,46,5,5
3815 QUEBEC ST,3,5,6,2,4,3,4,5,0,1,0,3,1,3,6,3,3,3,0,1464,70,12886,0,444,0,76,520,0,480,302,0,0,0,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,46,10,5,5
3901 QUEBEC ST 3903,3,4,3,1,3,3,1,3,2,0,0,4,2,3,8,0,0,3,0,1832,72,10773,72,704,0,1128,1832,0,0,0,58,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,2,43,43,5,5
3905 QUEBEC ST,3,4,5,2,3,3,1,3,0,0,0,4,2,3,8,0,0,3,0,1768,72,10778,0,0,0,1768,1768,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,5,2,42,42,5,5
3915 QUEBEC ST,3,4,5,2,0,0,0,3,0,0,0,2,2,3,8,0,3,3,0,1296,72,10791,0,0,0,0,0,0,516,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,39,39,5,5
1208 ARIZONA AVE,3,6,8,2,3,3,1,3,0,1,0,3,1,3,8,0,3,3,3,1068,70,8414,0,663,0,396,1059,0,264,192,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,2,43,3,5,5
1232 ARIZONA AVE,3,5,6,2,3,3,1,3,1,0,0,3,1,3,8,0,3,3,3,1121,80,8816,0,651,0,470,1121,0,480,0,80,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,46,46,5,5
4122 QUEBEC ST,3,5,8,3,3,3,3,3,0,1,0,3,1,3,8,1,3,3,0,1020,65,14149,50,68,722,190,980,0,528,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,5,2,43,6,5,5
4018 QUEBEC ST,3,5,4,2,3,3,2,5,1,0,1,3,1,3,8,0,3,3,0,1039,75,11625,0,841,0,198,1039,0,504,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,2,45,45,5,5
3814 QUEBEC ST,3,5,5,2,3,3,1,5,1,0,0,3,1,3,8,0,3,3,0,1040,70,11200,0,906,0,134,1040,0,384,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,2,43,43,5,5
3907 ROSS RD,3,6,5,2,3,3,4,3,1,0,0,3,1,3,8,2,3,3,0,1096,80,13014,39,528,0,480,1008,0,484,168,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,2,30,30,5,5
3913 ROSS RD,3,6,5,2,3,3,1,4,0,0,1,3,1,3,8,3,3,3,0,1683,70,11184,92,226,500,192,918,765,440,243,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,5,2,31,31,5,5
3925 ROSS RD,3,5,6,2,4,3,1,3,1,0,1,3,1,3,5,4,3,3,0,1392,0,11341,180,1302,0,90,1392,0,528,0,0,0,0,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5,2,53,14,5,5
4027 ROSS RD,3,5,4,2,3,3,4,3,1,0,0,3,1,3,8,0,3,3,3,1040,0,11677,442,249,761,30,1040,0,264,0,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,2,41,41,5,5
4101 ROSS RD,3,5,6,2,3,3,4,3,0,1,0,3,1,3,8,3,3,3,0,1064,0,11327,305,779,0,285,1064,0,528,314,48,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,5,2,39,39,5,5
4107 ROSS RD,3,5,6,2,3,3,4,5,1,0,0,3,1,3,8,2,3,3,0,1320,96,11777,97,328,551,285,1164,0,564,160,68,240,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2,40,40,5,5
1122 ARIZONA AVE,3,6,7,2,3,3,4,3,0,1,0,2,1,3,8,0,3,3,4,934,80,10366,0,456,0,456,912,0,336,77,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,2,42,42,5,5
4406 ROSS RD,3,6,5,2,3,3,3,4,1,0,0,3,1,3,8,0,3,3,0,913,70,8400,0,187,627,0,814,0,240,0,0,252,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,41,41,5,5
1005 YUMA AVE,3,5,5,2,3,3,1,3,0,0,0,3,1,3,8,0,3,3,3,894,99,7094,0,180,374,340,894,0,384,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,41,41,5,5
925 YUMA AVE,3,5,7,2,3,3,1,5,1,0,0,3,1,4,8,0,3,3,3,992,68,10265,0,758,0,234,992,0,294,204,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,41,3,5,5
903 YUMA AVE,3,5,7,2,3,3,1,5,1,0,0,3,1,4,8,0,3,3,0,894,57,9764,0,702,0,192,894,0,450,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,41,5,5,5
823 YUMA AVE,3,5,5,2,3,3,1,3,0,0,0,3,1,3,8,2,3,3,3,912,70,8521,0,842,0,70,912,0,336,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,43,43,5,5
803 YUMA AVE 805,3,5,6,2,4,3,4,4,1,0,0,2,1,3,8,0,3,3,4,868,70,8425,0,748,0,20,768,0,576,138,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,36,17,5,5
1019 ARIZONA AVE,3,5,6,2,3,3,1,4,1,0,0,3,1,3,8,0,3,3,2,1059,75,9000,0,773,0,286,1059,0,286,0,88,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,2,40,40,5,5
1001 ARIZONA AVE,3,5,5,2,3,3,2,3,0,0,0,3,1,3,8,0,3,3,0,897,86,8665,89,168,288,420,876,0,264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,2,39,39,5,5
911 ARIZONA AVE,3,5,8,2,3,3,2,5,1,0,0,3,1,4,8,3,3,3,3,1060,0,8246,0,188,668,204,1060,0,270,406,90,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,42,9,5,5
810 YUMA AVE,3,5,5,2,3,3,1,3,1,0,0,2,1,3,8,0,3,3,0,943,0,8398,323,114,529,300,943,0,528,132,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,40,40,5,5
822 YUMA AVE,3,5,7,2,3,3,1,5,0,0,0,3,1,4,8,0,3,3,3,899,65,7800,89,450,0,414,864,0,288,64,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,5,2,42,5,5,5
826 YUMA AVE,3,5,7,2,3,3,2,5,1,0,0,3,1,4,8,0,3,3,0,892,65,7800,47,240,474,150,864,0,416,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,5,2,44,2,5,5
932 YUMA AVE,3,5,7,2,3,3,1,5,1,0,0,3,1,3,8,0,3,3,3,955,66,7742,0,763,0,192,955,0,386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,41,41,5,5
806 ARIZONA AVE,3,6,7,2,3,3,1,3,0,0,1,4,1,3,8,0,3,3,3,1352,80,9364,143,371,0,292,663,689,299,379,36,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,41,41,5,5
812 ARIZONA AVE,3,5,5,2,4,3,1,4,0,0,0,3,1,3,8,1,3,3,0,894,109,8724,0,492,0,402,894,0,450,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,39,39,5,5
902 ARIZONA AVE,3,5,5,2,3,3,1,5,1,0,0,2,1,3,8,0,3,3,0,864,65,7832,0,775,0,89,864,0,280,226,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,2,42,42,5,5
922 ARIZONA AVE,3,5,5,2,3,3,1,3,0,0,1,3,1,3,8,2,3,3,0,1159,0,11553,188,673,0,378,1051,0,336,466,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,2,38,38,5,5
3910 ROSS RD,3,6,7,2,3,3,1,3,0,0,1,3,1,3,8,3,3,3,0,1400,74,7844,203,209,0,463,672,728,440,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,5,2,28,28,5,5
